maintained,technique,is,PEALUP,and,the,number,is,20
pealup,20,pealup,20,pealup,20,outfaroup,14,240
pealup,20,pealup,20,pealup,20,outfaroup,15,230
pealup,20,pealup,20,pealup,20,outfaroup,16,200
pealup,20,pealup,20,pealup,20,outfaroup,17,180
pealup,20,pealup,20,pealup,20,outfaroup,18,170
pealup,20,pealup,20,pealup,20,outfaroup,19,140
pealup,20,pealup,20,pealup,20,outfaroup,20,120
pealup,20,pealup,20,pealup,20,outfaroup,21,100
pealup,20,pealup,20,pealup,20,outfaroup,22,80
pealup,20,pealup,20,pealup,20,outfaroup,23,60
pealup,20,pealup,20,pealup,20,outfaroup,24,40
pealup,20,pealup,20,pealup,20,outfaroup,25,20
pealup,20,pealup,20,pealup,20,outfaroup,26,0
pealup,20,pealup,20,pealup,20,outfaroup,27,-10
pealup,20,pealup,20,pealup,20,outfaroup,28,-10
pealup,20,pealup,20,pealup,20,outfaroup,29,-10
pealup,20,pealup,20,pealup,20,outfaroup,30,-10
pealup,20,pealup,20,pealup,20,outfaroup,31,-10
pealup,20,pealup,20,pealup,20,outfaroup,32,-10
pealup,20,pealup,20,pealup,20,outfaroup,33,-10
pealup,20,pealup,20,pealup,20,outfaroup,34,-10
pealup,20,pealup,20,pealup,20,outfaroup,35,-10
pealup,20,pealup,20,pealup,20,outfaroup,36,-10
pealup,20,pealup,20,pealup,20,outfaroup,37,-10
pealup,20,pealup,20,pealup,20,outfaroup,38,-10
pealup,20,pealup,20,pealup,20,outfaroup,39,-10
pealup,20,pealup,20,pealup,20,outfaroup,40,-10
pealup,20,pealup,20,pealup,20,outfaroup,41,-10
pealup,20,pealup,20,pealup,20,outfaroup,42,-10
